AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,Outdegree,NeighborhoodConnectivity,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress
0,0,0,0.008333333,0,16,16,0,15.1875,0,0,0
6.667717455,4.059649419,0.149976361,0.012820513,17,13,4,9,16.69230769,0,0,873341790
1,0.052406565,1,0,1,13,12,1,12.30769231,0,0,8505220
0,0,0,0,0,3,3,0,17.33333333,0,0,0
9.649737303,0.444519036,0.103629764,0.033333333,19,6,2,4,11.16666667,0,0,74612162
7.031640397,3.412527805,0.142214326,0,18,15,5,10,16.26666667,0,0,641271981
0,0,0,0,0,8,8,0,11.125,0,0,0
0,0,0,0,0,8,8,0,13.875,0,0,0
0,0,0,0,0,4,4,0,19,0,0,0
0,0,0,0.005494505,0,14,14,0,15.21428571,0,0,0
0,0,0,0,0,8,8,0,22.875,0,0,0
0,0,0,0,0,10,10,0,13,0,0,0
0,0,0,0,0,11,11,0,12.36363636,0,0,0
0,0,0,0,0,4,4,0,8,0,0,0
6.831290134,2.233199275,0.146385233,0.004166667,17,16,6,10,13.1875,0,0,397676158
7.397081144,4.773025193,0.135188459,0.003076923,19,26,16,10,12.65384615,0,0,875062392
7.536072846,0,0.132695108,0,18,9,0,9,12.55555556,0,0,0
1,0.192327985,1,0.166666667,1,3,2,1,29,0,0,34233571
0,0,0,0,0,8,8,0,23.125,0,0,0
6.285113835,8.205754857,0.159106108,0,16,12,2,10,36.75,0,0,1767816896
8.72165791,1.022006503,0.1146571,0,20,7,5,2,19.85714286,0,0,196309959
6.090834793,5.057682355,0.164181107,0.019230769,17,13,3,10,53.46153846,0,0,1362704151
0,0,0,0,0,5,5,0,24.4,0,0,0
0,0,0,0.007575758,0,12,12,0,19.66666667,0,0,0
0,0,0,0,0,3,3,0,29,0,0,0
0,0,0,0,0,5,5,0,25.6,0,0,0
0,0,0,0,0,3,3,0,34,0,0,0
6.157618214,12.15083511,0.162400455,0.008333333,17,16,6,10,16.75,0,0,2504464315
6.127495622,3.223430681,0.163198811,0.063636364,17,11,1,10,55.45454545,0,0,883124085
6.133917104,7.408726408,0.163027961,0,18,15,6,9,43.8,0,0,1683253203
6.681727963,7.894321415,0.149661885,0.003267974,18,18,9,9,18.11111111,0,0,1676991885
0,0,0,0,0,15,15,0,17.4,0,0,0
0,0,0,0,0,7,7,0,24.85714286,0,0,0
0,0,0,0,0,7,7,0,21.57142857,0,0,0
0,0,0,0,0,2,2,0,39.5,0,0,0
6.717104495,7.911383437,0.14887367,0,18,12,3,9,14.41666667,0,0,1496377512
0,0,0,0,0,4,4,0,27.5,0,0,0
6.147694104,11.7636214,0.162662615,0,17,13,3,10,35.84615385,0,0,2441517980
0,0,0,0,0,1,1,0,68,0,0,0
6.111266783,10.86605306,0.163632195,0.007575758,17,12,2,10,18.08333333,0,0,2094041166
6.154465849,3.067380052,0.162483638,0.027472527,17,14,4,10,50,0,0,844239732
6.274956217,8.746324757,0.159363662,0.004761905,17,15,5,10,18.46666667,0,0,1858426427
9.645067134,1.645432041,0.103679942,0.012820513,19,13,3,10,18,0,0,321140203
6.740455342,6.527134666,0.14835793,0,16,12,2,10,18.33333333,0,0,1327009790
6.645183888,4.288334483,0.150484925,0,16,15,6,9,32.6,0,0,886936369
0,0,0,0.017857143,0,8,8,0,18.625,0,0,0
0,0,0,0.004166667,0,16,16,0,18.625,0,0,0
0,0,0,0.006410256,0,13,13,0,16.76923077,0,0,0
7.154932866,6.07992286,0.139763715,0.010869565,16,24,14,10,14.5,0,0,1214536051
7.205487449,9.349794121,0.138783116,0.002298851,18,30,18,12,13.86666667,0,0,1715227668
6.337302977,11.34342323,0.157795833,0,16,14,4,10,14.64285714,0,0,2136525877
6.328312901,1.59644337,0.158019999,0.022727273,17,12,2,10,55.41666667,0,0,403671965
0,0,0,0,0,5,5,0,15.2,0,0,0
7.046117922,1.833314187,0.141922121,0,18,8,3,5,14.25,0,0,348881923
1,0.192327985,1,0,1,16,15,1,17.75,0,0,39096301
6.650321074,9.452746162,0.15036868,0,18,23,13,10,11.91304348,0,0,1855519143
0,0,0,0,0,45,45,0,14.46666667,0,0,0
0,0,0,0,0,3,3,0,45,0,0,0
0,0,0,0,0,4,4,0,26.25,0,0,0
0,0,0,0,0,11,11,0,19.54545455,0,0,0
0,0,0,0.015151515,0,12,12,0,18.66666667,0,0,0
0,0,0,0,0,4,4,0,26.25,0,0,0
6.458260362,9.846650765,0.154840459,0,18,14,4,10,21.78571429,0,0,1984640468
0,0,0,0,0,1,1,0,68,0,0,0
6.983187391,12.95285533,0.143201083,0,17,17,6,11,11,0,0,2401176416
6.53461763,10.189311,0.153031142,0,18,16,6,10,26.4375,0,0,2322065307
0,0,0,0,0,6,6,0,22.83333333,0,0,0
0,0,0,0,0,7,7,0,20.85714286,0,0,0
0,0,0,0,0,4,4,0,30.5,0,0,0
7.337419731,10.10812857,0.136287692,0.006157635,18,29,14,15,12.55172414,0,0,1941685171
6.260361938,3.649322239,0.159735173,0.003676471,17,17,7,10,40.94117647,0,0,756184597
0,0,0,0,0,4,4,0,12,0,0,0
0,0,0,0,0,6,6,0,11.16666667,0,0,0
7.211675423,1.148749383,0.138664033,0,18,13,3,10,7.846153846,0,0,201006093
0,0,0,0,0,4,4,0,12,0,0,0
0,0,0,0,0,3,3,0,15.33333333,0,0,0
6.493053123,2.479909823,0.154010753,0.005494505,16,14,4,10,11.28571429,0,0,482752725
0,0,0,0,0,16,16,0,11.8125,0,0,0
6.547227087,3.747669345,0.152736416,0,16,17,7,10,11.82352941,0,0,691303172
0,0,0,0,0,1,1,0,13,0,0,0
1,0.018649483,1,0,1,2,1,1,7.5,0,0,3193833
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.564273205,1.307717412,0.15233979,0,16,11,1,10,10,0,0,213948419
0,0,0,0,0,7,7,0,13.28571429,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,3,3,0,15,0,0,0
6.275890251,10.04525631,0.159339944,0.013071895,18,18,8,10,13.77777778,0,0,1893417985
0,0,0,0,0,6,6,0,29.83333333,0,0,0
0,0,0,0,0,6,6,0,11.16666667,0,0,0
0,0,0,0,0,7,7,0,11.85714286,0,0,0
0,0,0,0,0,4,4,0,10.75,0,0,0
0,0,0,0.003267974,0,18,18,0,11.77777778,0,0,0
6.558318739,3.042033375,0.152478103,0,17,13,3,10,16,0,0,562926823
6.867367192,2.704756474,0.145616212,0,17,13,3,10,15.92307692,0,0,472104154
1,0.23648568,1,0,1,5,3,2,9.6,0,0,38843496
0,0,0,0,0,8,8,0,11.25,0,0,0
7.269352014,0.704573047,0.137563843,0.007575758,19,12,2,10,8.833333333,0,0,123684849
0,0,0,0,0,4,4,0,13,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.686865149,3.741467339,0.149546907,0,17,11,1,10,8.454545455,0,0,672082932
8.165090485,0.286646622,0.122472617,0,19,7,2,5,11.28571429,0,0,46830372
7.629422067,0.300636397,0.131071527,0,18,3,2,1,15,0,0,52266666
6.711033275,3.768585128,0.149008351,0,17,15,5,10,11,0,0,730916925
0,0,0,0,0,1,1,0,17,0,0,0
7.352948044,1.83510055,0.135999873,0,18,18,8,10,11.66666667,0,0,324412833
0,0,0,0,0,2,2,0,15,0,0,0
0,0,0,0,0,2,2,0,19,0,0,0
0,0,0,0,0,17,17,0,13.47058824,0,0,0
0,0,0,0,0,6,6,0,14.5,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,6,6,0,14,0,0,0
0,0,0,0,0,4,4,0,12.75,0,0,0
6.213309982,15.3372035,0.160944811,0.004329004,17,22,12,10,12.81818182,0,0,2976366790
6.248920023,2.446883308,0.160027652,0,16,14,4,10,13.07142857,0,0,462403944
0,0,0,0,0,4,4,0,28.75,0,0,0
0,0,0,0,0,7,7,0,14.28571429,0,0,0
6.157968476,5.39920405,0.162391218,0,17,19,9,10,43.94736842,0,0,1167658115
0,0,0,0,0,6,6,0,17.33333333,0,0,0
6.070636311,4.499739852,0.164727378,0,16,16,6,10,41.5,0,0,1066536992
0,0,0,0,0,1,1,0,15,0,0,0
6.084880327,2.398604385,0.164341769,0.005494505,17,14,4,10,45.28571429,0,0,555776331
0,0,0,0,0,6,6,0,13.16666667,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
11.10799766,0.575982151,0.090025226,0,22,11,3,8,10.81818182,0,0,105936298
6.545592528,2.60126406,0.152774557,0.005494505,16,14,4,10,17.42857143,0,0,513104071
0,0,0,0,0,13,13,0,14.69230769,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.530180969,3.56889329,0.153135113,0.012820513,16,13,3,10,11.38461538,0,0,661602363
0,0,0,0,0,10,10,0,13.7,0,0,0
6.402101576,2.326178922,0.156198709,0.016339869,17,18,8,10,35.38888889,0,0,548063005
0,0,0,0,0,11,11,0,17.09090909,0,0,0
0,0,0,0,0,5,5,0,13.6,0,0,0
0,0,0,0,0,4,4,0,20,0,0,0
6.29737303,4.014623107,0.158796374,0,17,17,7,10,28,0,0,751231444
7.208056042,3.065036506,0.138733661,0.005847953,18,19,9,10,11.84210526,0,0,597385786
6.340105079,1.660652849,0.157726092,0,17,14,4,10,17.28571429,0,0,338543959
6.578166959,4.770003952,0.152018033,0,17,15,6,9,13.73333333,0,0,1110527141
6.670052539,1.00284634,0.149923857,0.007575758,17,12,2,10,11.25,0,0,186445855
0,0,0,0,0,4,4,0,14,0,0,0
6.507530648,2.392312486,0.15366812,0.006410256,18,13,4,9,12.15384615,0,0,468611319
0,0,0,0,0,4,4,0,13,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
1.5,0.112619573,0.666666667,0.009090909,2,11,10,1,11.27272727,0,0,19576338
7.160887332,2.883881255,0.139647498,0,18,24,14,10,9.958333333,0,0,621902324
0,0,0,0,0,5,5,0,12.2,0,0,0
6.6744892,1.526481946,0.149824199,0.018181818,17,11,1,10,13.27272727,0,0,292133550
0,0,0,0,0,1,1,0,15,0,0,0
6.546993579,2.0775638,0.152741864,0,16,11,1,10,9.363636364,0,0,391715940
6.551546994,4.327593996,0.152635706,0.007575758,17,12,2,10,10.58333333,0,0,810739735
6.756217163,1.640902059,0.14801182,0,16,8,3,5,11.5,0,0,297553854
0,0,0,0,0,6,6,0,13,0,0,0
7.907063631,1.175521331,0.126469199,0,19,16,6,10,9.5,0,0,205320981
0,0,0,0.033333333,0,6,6,0,12.16666667,0,0,0
0,0,0,0,0,4,4,0,16.75,0,0,0
7.027086982,4.077913334,0.142306478,0,18,14,4,10,11.42857143,0,0,779212904
0,0,0,0.004166667,0,16,16,0,12.875,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
7.377583187,1.995623879,0.135545744,0,17,14,4,10,10,0,0,401411987
0,0,0,0,0,6,6,0,20.33333333,0,0,0
0,0,0,0,0,5,5,0,10.8,0,0,0
0,0,0,0,0,3,3,0,6.666666667,0,0,0
6.4303561,6.896254263,0.155512383,0.004761905,17,15,5,10,10.06666667,0,0,1311155775
0,0,0,0,0,13,13,0,11.76923077,0,0,0
1,0.001564012,1,0,1,4,3,1,12,0,0,197580
0,0,0,0,0,3,3,0,13.33333333,0,0,0
6.662931839,0,0.150084081,0,18,10,0,10,7.8,0,0,0
0,0,0,0,0,7,7,0,12.28571429,0,0,0
6.153415061,17.92641162,0.162511384,0.003952569,17,23,14,9,14.65217391,0,0,3551349625
0,0,0,0,0,3,3,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.540338587,1.571138558,0.152897283,0,16,11,1,10,16.81818182,0,0,310336793
0,0,0,0,0,9,9,0,12.77777778,0,0,0
6.438528897,2.803646256,0.155314982,0.007575758,18,12,2,10,14.41666667,0,0,560295823
8.198365441,2.658080813,0.121975534,0,17,10,5,5,15.9,0,0,468273594
0,0,0,0.013888889,0,9,9,0,12.88888889,0,0,0
7.693870403,3.847812908,0.129973596,0.004166667,19,16,9,7,12.125,0,0,745321563
6.46152948,2.941625729,0.15476212,0.006410256,17,13,3,10,11.76923077,0,0,555891350
7.778050204,1.256008025,0.128566925,0,16,14,5,9,7.785714286,0,0,230378178
1,0.224670759,1,0,1,17,15,2,12.88235294,0,0,40175079
0,0,0,0,0,1,1,0,16,0,0,0
6.644950379,5.060135951,0.150490213,0.004761905,17,15,5,10,18.33333333,0,0,1020511825
6.173146527,7.439955844,0.161991943,0.005494505,17,14,4,10,14.57142857,0,0,1488071705
6.75971979,9.854292195,0.147935126,4.25E-04,17,49,39,10,13.44897959,0,0,2073030667
6.55061296,5.173933634,0.15265747,0,17,14,4,10,10.21428571,0,0,1057162107
0,0,0,0,0,4,4,0,14.75,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
0,0,0,0,0,10,10,0,13.2,0,0,0
6.877758319,3.717567996,0.145396211,0.019230769,17,13,4,9,16.46153846,0,0,697053831
6.316170461,4.954005974,0.158323783,0,18,16,7,9,31.5625,0,0,1116487742
0,0,0,0,0,2,2,0,17,0,0,0
6.229889083,15.06229056,0.160516501,0,17,16,6,10,16.6875,0,0,2923605063
6.59696439,6.896157863,0.151584872,0,17,15,5,10,15.93333333,0,0,1375539041
0,0,0,0,0,1,1,0,77,0,0,0
0,0,0,0,0,1,1,0,77,0,0,0
0,0,0,0,0,13,13,0,22.53846154,0,0,0
0,0,0,0,0,1,1,0,77,0,0,0
6.673788675,5.173987144,0.149839926,0,16,11,1,10,19.81818182,0,0,1043080657
6.768242849,7.0313425,0.147748836,0.002923977,18,19,9,10,13.05263158,0,0,1487122160
0,0,0,0,0,1,1,0,9,0,0,0
1,0.070811407,1,0,1,5,4,1,25.4,0,0,13597880
0,0,0,0,0,3,3,0,36,0,0,0
0,0,0,0,0,1,1,0,83,0,0,0
0,0,0,0,0,1,1,0,83,0,0,0
6.708464682,20.98229575,0.149065404,0.002631579,17,20,10,10,17.9,0,0,4401394417
6.888149445,12.10087463,0.145176873,0,17,20,10,10,17.65,0,0,2775763741
0,0,0,0,0,11,11,0,23.54545455,0,0,0
0,0,0,0,0,5,5,0,25.2,0,0,0
7.084063047,7.59061552,0.141161928,0.003694581,17,29,19,10,13.31034483,0,0,1535207706
6.18785756,14.04874035,0.161606823,0.031410256,18,40,30,10,29.425,0,0,3493143450
6.644249854,24.74876656,0.15050608,0.003950834,17,68,58,10,15.33823529,0,0,5254695568
6.489433742,18.65354638,0.15409665,0.00284495,16,38,28,10,16.28947368,0,0,3672366102
0,0,0,0,0,4,4,0,21,0,0,0
0,0,0,0,0,10,10,0,16.2,0,0,0
0,0,0,0.017857143,0,8,8,0,18.75,0,0,0
0,0,0,0,0,1,1,0,56,0,0,0
1.2,0.511681381,0.833333333,0.006535948,2,18,14,4,17.88888889,0,0,85742080
0,0,0,0.1,0,5,5,0,20.8,0,0,0
0,0,0,0,0,7,7,0,26.14285714,0,0,0
0,0,0,0,0,22,22,0,16.13636364,0,0,0
7.032107414,2.50838097,0.142204881,0,18,11,1,10,13,0,0,502988183
7.453940455,8.102542714,0.134157229,0,16,11,1,10,15.36363636,0,0,1565877216
6.327145359,12.32837845,0.158049159,0.007575758,16,12,2,10,17.66666667,0,0,2405813326
6.397898424,13.72296803,0.156301325,0,15,11,1,10,17.18181818,0,0,2696566211
0,0,0,0,0,2,2,0,47,0,0,0
0,0,0,0,0,1,1,0,79,0,0,0
7.682545242,4.414654392,0.130165195,0.005263158,18,20,16,4,13.9,0,0,796900257
0,0,0,0.023809524,0,7,7,0,28.14285714,0,0,0
6.538237011,14.95195772,0.152946429,0,17,13,3,10,17.61538462,0,0,2853956602
0,0,0,0,0,1,1,0,83,0,0,0
6.614244016,10.31922677,0.151188858,0,18,15,5,10,18,0,0,2210348710
6.676941039,14.92311162,0.149769182,0.019047619,16,15,6,9,16.53333333,0,0,3078331386
0,0,0,0,0,11,11,0,19.36363636,0,0,0
0,0,0,0,0,5,5,0,26,0,0,0
6.450087566,12.12388487,0.155036655,0.003267974,18,18,8,10,14.22222222,0,0,2519014570
0,0,0,0,0,5,5,0,27.8,0,0,0
0,0,0,0,0,6,6,0,20.83333333,0,0,0
0,0,0,0,0,2,2,0,46.5,0,0,0
6.557151197,10.56980635,0.152505253,0.004166667,16,16,7,9,14.6875,0,0,1927431620
0,0,0,0.013888889,0,9,9,0,19.66666667,0,0,0
8.017513135,1.404711154,0.124726955,0.011111111,18,10,9,1,26.1,0,0,278946103
0,0,0,0,0,11,11,0,17.81818182,0,0,0
0,0,0,0,0,4,4,0,30.5,0,0,0
0,0,0,0,0,7,7,0,21.42857143,0,0,0
6.173029772,5.12586527,0.161995007,0,18,13,3,10,59.38461538,0,0,1233321383
6.21599533,13.76305497,0.160875282,0.033508772,17,76,66,10,21.64473684,0,0,3946204855
1,0.192327985,1,0,1,9,8,1,11.44444444,0,0,32382808
6.238412142,24.34207189,0.1602972,0.009473684,17,76,66,10,19.90789474,0,0,5762133090
1.4,1.692181999,0.714285714,0.003246753,3,56,46,10,13.98214286,0,0,291054688
6.10040864,3.733295172,0.163923445,0.032051282,17,13,3,10,56.76923077,0,0,753070019
7.057559837,0.893000731,0.141692033,0,18,6,1,5,8.166666667,0,0,154452786
6.831640397,2.316415931,0.146377728,0.010989011,16,14,5,9,8.142857143,0,0,409993893
6.293870403,1.736367321,0.158884746,0,17,10,2,8,13,0,0,323639717
5.980268535,2.383895451,0.167216571,0,16,11,1,10,13.63636364,0,0,426660531
0,0,0,0,0,9,9,0,22.44444444,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
1,0.111857187,1,0.027777778,1,9,5,4,10.77777778,0,0,20691040
6.784238179,3.977893244,0.147400485,0,16,12,2,10,11.66666667,0,0,765392293
0,0,0,0,0,2,2,0,14,0,0,0
6.513718622,3.614778695,0.153522137,0,18,16,6,10,10.0625,0,0,754787330
6.711266783,5.027333547,0.149003166,0,17,15,5,10,11.53333333,0,0,950596956
6.45931115,6.133987768,0.15481527,0,16,12,2,10,9.666666667,0,0,1063657161
0,0,0,0,0,4,4,0,12.75,0,0,0
0,0,0,0,0,6,6,0,14.33333333,0,0,0
7.011675423,5.319812529,0.142619266,0.004329004,19,22,12,10,13.31818182,0,0,1001494466
0,0,0,0,0,3,3,0,10,0,0,0
0,0,0,0,0,5,5,0,15,0,0,0
6.682895505,1.523458744,0.149635738,0.007575758,16,12,2,10,13.75,0,0,277355019
0,0,0,0,0,2,2,0,17,0,0,0
6.926911851,5.578393139,0.144364476,0,18,16,7,9,9.4375,0,0,1056498401
0,0,0,0,0,3,3,0,14.66666667,0,0,0
0,0,0,0,0,1,1,0,2,0,0,0
1,0.003893582,1,0,1,3,2,1,11,0,0,559293
0,0,0,0,0,1,1,0,15,0,0,0
7.71033275,0.189208643,0.129696089,0,18,3,2,1,14.33333333,0,0,29782131
7.457443082,4.397033518,0.134094218,0,17,9,6,3,12.11111111,0,0,778128821
0,0,0,0,0,3,3,0,13.33333333,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
7.134150613,1.53594208,0.140170856,0,17,14,5,9,9.5,0,0,273173160
1,0.192327985,1,0,1,2,1,1,8,0,0,31904841
0,0,0,0.083333333,0,4,4,0,12.25,0,0,0
6.859544658,2.399820489,0.145782271,0.004761905,18,15,5,10,7.6,0,0,398632647
0,0,0,0,0,3,3,0,11.66666667,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,3,3,0,14.33333333,0,0,0
0,0,0,0,0,6,6,0,13,0,0,0
0,0,0,0,0,7,7,0,13.42857143,0,0,0
0,0,0,0,0,8,8,0,12.25,0,0,0
0,0,0,0,0,9,9,0,12.44444444,0,0,0
0,0,0,0,0,6,6,0,14.66666667,0,0,0
0,0,0,0.022222222,0,10,10,0,14.3,0,0,0
0,0,0,0.017857143,0,8,8,0,15.625,0,0,0
6.36800934,10.72274159,0.157034946,0,16,12,3,9,12.58333333,0,0,2119930841
0,0,0,0,0,8,8,0,13.75,0,0,0
0,0,0,0.007575758,0,12,12,0,13.75,0,0,0
0,0,0,0,0,9,9,0,13.55555556,0,0,0
6.326561588,9.03727199,0.158063742,0.005494505,15,14,4,10,11.57142857,0,0,1595902681
6.47834209,2.40650646,0.154360481,0,15,11,2,9,11.81818182,0,0,447654488
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
6.491652072,1.784611441,0.154043992,0.00952381,17,15,5,10,37.86666667,0,0,339071730
0,0,0,0,0,12,12,0,11.66666667,0,0,0
6.430005838,7.141528822,0.155520854,0,17,17,7,10,10.23529412,0,0,1229342845
1,1.223875757,1,0,1,32,24,8,16.71875,0,0,229135168
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,2,2,0,16.5,0,0,0
0,0,0,0,0,5,5,0,31.2,0,0,0
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,1,1,0,20,0,0,0
7.45323993,2.332293207,0.134169839,0,19,8,3,5,10,0,0,413436499
0,0,0,0,0,10,10,0,14,0,0,0
0,0,0,0,0,8,8,0,15,0,0,0
6.805720957,9.358604735,0.146935204,0.003623188,17,24,15,9,15.375,0,0,1897841441
0,0,0,0,0,8,8,0,14,0,0,0
0,0,0,0,0,8,8,0,13.125,0,0,0
6.984238179,4.561164315,0.143179539,0,18,21,11,10,10.66666667,0,0,843167395
0,0,0,0,0,3,3,0,36.66666667,0,0,0
0,0,0,0.009090909,0,11,11,0,12.54545455,0,0,0
0,0,0,0,0,23,23,0,16.30434783,0,0,0
0,0,0,0,0,15,15,0,15.4,0,0,0
6.280093403,24.81635734,0.1592333,0.001298701,18,56,46,10,14.30357143,0,0,5411727542
6.604670169,28.8309873,0.151408015,0.004201681,16,85,75,10,15.31764706,0,0,6423884776
0,0,0,0.023809524,0,22,22,0,18.54545455,0,0,0
0,0,0,0,0,11,11,0,17.90909091,0,0,0
8.33380035,5.028123868,0.119993275,8.05E-04,19,71,63,8,13.3943662,0,0,1021531918
7.259661413,19.72952823,0.137747471,0.005583309,18,83,73,10,15.15662651,0,0,4439689491
7.576532399,3.130521956,0.131986501,0.005494505,18,14,5,9,10.71428571,0,0,585472109
0,0,0,0.033333333,0,6,6,0,20.5,0,0,0
6.282078225,2.096584904,0.159182991,0,17,11,3,8,51,0,0,414347814
0,0,0,0,0,4,4,0,13.5,0,0,0
0,0,0,0,0,4,4,0,15,0,0,0
0,0,0,0,0,4,4,0,15,0,0,0
0,0,0,0,0,6,6,0,21.5,0,0,0
6.149328663,3.318760455,0.162619378,0.0125,17,16,6,10,49.75,0,0,666733682
7.285697607,1.248358648,0.137255216,0.006410256,16,13,4,9,10,0,0,216185651
6.571395213,17.73216714,0.152174686,0.001666667,16,25,16,9,14.8,0,0,3626104066
6.291068301,10.66191964,0.158955515,0.008333333,15,16,6,10,19.75,0,0,1913739348
8.445417396,2.496190392,0.11840741,0,20,20,10,10,7.7,0,0,470733967
7.370227671,0.954407953,0.135681019,0,18,13,4,9,13.23076923,0,0,169616111
6.313952131,2.392384922,0.158379408,0,17,12,2,10,60.58333333,0,0,626879938
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,4,4,0,12.75,0,0,0
6.339054291,8.202166626,0.157752238,0.004761905,15,15,5,10,13.33333333,0,0,1619633363
6.669702277,2.551144104,0.14993173,0,18,13,3,10,11.15384615,0,0,442119874
7.66619965,0.565350293,0.130442729,0,18,12,2,10,7.833333333,0,0,94377833
7.430589609,2.2748713,0.134578822,0,18,15,6,9,11.46666667,0,0,413899892
0,0,0,0,0,1,1,0,16,0,0,0
6.274839463,1.114590823,0.159366627,0,18,11,1,10,15.18181818,0,0,200204793
8.333216579,0.180760595,0.120001681,0.023809524,19,7,2,5,11,0,0,29703226
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,4,4,0,13.25,0,0,0
0,0,0,0,0,4,4,0,9.75,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,3,3,0,14,0,0,0
6.918505546,0.72485243,0.144539886,0.023809524,17,7,2,5,15.85714286,0,0,146706568
0,0,0,0.001976285,0,23,23,0,14.47826087,0,0,0
6.717338004,2.25416191,0.148868495,0.005494505,17,14,4,10,10.71428571,0,0,426578563
0,0,0,0,0,3,3,0,11.66666667,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0.033333333,0,6,6,0,9.833333333,0,0,0
0,0,0,0,0,8,8,0,14.125,0,0,0
0,0,0,0,0,3,3,0,11,0,0,0
0,0,0,0,0,7,7,0,11.85714286,0,0,0
0,0,0,0,0,21,21,0,14.42857143,0,0,0
0,0,0,0,0,10,10,0,15.1,0,0,0
1,0.505248349,1,0.010989011,1,14,11,3,13.07142857,0,0,92828139
6.378283713,16.41332395,0.156781988,0.004761905,17,21,11,10,14.71428571,0,0,3237548338
6.451605371,10.48923328,0.155000181,0,17,31,21,10,13.51612903,0,0,2059638035
6.530064215,24.36658337,0.153137851,0.004684685,17,75,65,10,13.98666667,0,0,5092870797
0,0,0,0,0,16,16,0,13.25,0,0,0
1,0.187426763,1,0,1,68,67,1,13.41176471,0,0,34898745
6.473204904,28.01226455,0.154482983,0,18,68,59,9,13.20588235,0,0,5597620101
6.668768243,3.598401407,0.149952729,0.004166667,19,16,7,9,10.125,0,0,609369849
6.992761238,3.595994848,0.143005026,0.006410256,18,13,3,10,13,0,0,675531532
1.307692308,0.352770761,0.764705882,0,2,13,4,9,11.38461538,0,0,59158830
0,0,0,0,0,11,11,0,12.63636364,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
6.160770578,1.243382025,0.162317357,0,17,12,2,10,46.83333333,0,0,233232249
0,0,0,0,0,16,16,0,13,0,0,0
0,0,0,0,0,5,5,0,17.2,0,0,0
0,0,0,0.002923977,0,19,19,0,14.63157895,0,0,0
6.702043199,2.593566148,0.14920823,0,18,15,5,10,12.06666667,0,0,473358379
6.356100409,3.205666433,0.15732917,0.007575758,16,12,2,10,10.33333333,0,0,538016341
0,0,0,0,0,3,3,0,13,0,0,0
6.512784588,2.672527037,0.153544154,0,16,14,5,9,11.14285714,0,0,475155578
0,0,0,0,0,6,6,0,11,0,0,0
6.759369527,1.898406618,0.147942792,0,17,15,5,10,13.13333333,0,0,343078186
7.253590193,2.433655097,0.137862765,0,19,14,4,10,17.14285714,0,0,511720435
0,0,0,0,0,6,6,0,11.66666667,0,0,0
0,0,0,0.004761905,0,15,15,0,12.6,0,0,0
0,0,0,0,0,3,3,0,14.66666667,0,0,0
0,0,0,0,0,2,2,0,22,0,0,0
7.086748395,1.38091488,0.141108438,0,18,13,3,10,8.923076923,0,0,260314072
0,0,0,0,0,6,6,0,13.66666667,0,0,0
0,0,0,0,0,3,3,0,30,0,0,0
0,0,0,0,0,5,5,0,13.8,0,0,0
6.70262697,5.390986234,0.149195234,0.006493506,17,22,12,10,12.45454545,0,0,994161887
0,0,0,0,0,8,8,0,12.5,0,0,0
0,0,0,0,0,4,4,0,13,0,0,0
0,0,0,0,0,20,20,0,13.65,0,0,0
6.456742557,8.032683439,0.154876858,0.022058824,15,17,7,10,14.29411765,0,0,1505733626
